hit_id	worker_id	worktime_s	item_id	wav	transcription
3RZS0FBRWK84KQUJQ8XPGCDTP08PC7	3b5a076ab34244459c09f09af90ca94a	30	band_aid_2_4	band_aid_2_4_17	this is a box of self-adhesive bandages used for small scrapes and cuts
344M16OZKIDJE32K6KQS2B81AXKENT	620440d2fe904275a8acd79ad0e219d4	22	picture_frame_1_4	picture_frame_1_4_10	this is a white photo frame
344M16OZKIDJE32K6KQS2B81AXKENT	469424961165454d8ba8c24c97b2658e	31	picture_frame_1_4	picture_frame_1_4_16	white frame
344M16OZKIDJE32K6KQS2B81AXKENT	c5f006b2783d4d54a6680bc911a599bc	47	picture_frame_1_4	picture_frame_1_4_12	white wooden picture frame
344M16OZKIDJE32K6KQS2B81AXKENT	f4f2e4805db84897ab2f167bd639fee5	114	picture_frame_1_4	picture_frame_1_4_15	it's a white color portrayed which is a standing up and facing to the back
344M16OZKIDJE32K6KQS2B81AXKENT	8d077fcdf91b4450a6755561c084d5f2	498	picture_frame_1_4	picture_frame_1_4_11	it is a small rectangular white frame
344M16OZKIDJE32K6KQS2B81AXKENT	b3ca6414117b426c935f7e7de478d607	12	picture_frame_1_4	picture_frame_1_4_7	I like the truth rain
344M16OZKIDJE32K6KQS2B81AXKENT	3db737df635a497ca8e185db47cce07c	7	picture_frame_1_4	picture_frame_1_4_6	this is a picture frame
344M16OZKIDJE32K6KQS2B81AXKENT	0bb0100612a64f8abf43912b7512ef93	19	picture_frame_1_4	picture_frame_1_4_14	white picture frame with a white kickstand in the back
344M16OZKIDJE32K6KQS2B81AXKENT	6eb8ca90115746e9a3d5991057917176	25	picture_frame_1_4	picture_frame_1_4_18	the object of my turntable is standing up it is a white picture frame
344M16OZKIDJE32K6KQS2B81AXKENT	856baa6f85bf46a683bbdb78c415f1f1	14	picture_frame_1_4	picture_frame_1_4_9	a picture frame with a white back and a stand
344M16OZKIDJE32K6KQS2B81AXKENT	c2cad44e17944fbca9e0bc6313005dd6	53	picture_frame_1_4	picture_frame_1_4_19	I see a picture frame
344M16OZKIDJE32K6KQS2B81AXKENT	f1efcf0e7f2345a2baff62cf4f597297	94	picture_frame_1_4	picture_frame_1_4_17	that I catching pictures dress you Award with help of our frame
344M16OZKIDJE32K6KQS2B81AXKENT	2f60009015d94c85aa6f4e5c58373f4f	112	picture_frame_1_4	picture_frame_1_4_20	it is a white picture frame from the back
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	628e72664ffa49d48d8b917e68822607	26	stapler_4_1	stapler_4_1_10	there is a void stoeppler
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	66a757dafb314039b3113119a7198e9d	45	stapler_4_1	stapler_4_1_11	isn't that blood we used to do that every day.
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	6dae2491033f4b10b778923641c35082	243	stapler_4_1	stapler_4_1_16	in this picture I saw his tablet pin on the table
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	137861cee6ce450185a02936239d7354	12	stapler_4_1	stapler_4_1_18	this is a stapler it is light grey and dark grey
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	c879a66b85c647b388349c9f562972cb	48	stapler_4_1	stapler_4_1_9	this is a gray and black caterpillar
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	c99a89b46602479aadb3ef5d3fb986bc	70	stapler_4_1	stapler_4_1_19	a stapler that is gray and has a black tip
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	ec2001a314fc4c08a11f177aaa1e334c	157	stapler_4_1	stapler_4_1_5	a gray stapler
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	a7963e6862c64936bc234de8ddf37855	18	stapler_4_1	stapler_4_1_15	this is a gray and black stapler it looks to be used maybe a little old
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	e0c050fa7d1d44d8b3160f3ff2848c7a	24	stapler_4_1	stapler_4_1_20	it is a metal collar and black stapler shaped like a cylinder I can see the back of it the butt is pointing at me
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	1fa00f010a9c4a53a7b6b8b6940f7696	17	stapler_4_1	stapler_4_1_8	a stapler that is gray with a black tip
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	5de823491e7448699d49612d212a9481	75	stapler_4_1	stapler_4_1_14	if they blow you placed on a round turntable
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	c95d2123fd77454bb0f34991f2e18b02	35	stapler_4_1	stapler_4_1_12	the item is a stapler with a silver and black metal housing
3VIVIU06FKAPCQJ6Q21JABHTX0HMIA	33d8a272b3824891979762a8588add50	102	stapler_4_1	stapler_4_1_17	a gray metal stapler one that you would keep on your desk
34KYK9TV2R6INDI54P5O0XCMUZFBS2	4d2cf832cd9841dfb0d75e1656c5a5e5	11	lemon_5_2	lemon_5_2_18	this is a lemon with the supermarket sticker still on
34KYK9TV2R6INDI54P5O0XCMUZFBS2	66a757dafb314039b3113119a7198e9d	147	lemon_5_2	lemon_5_2_17	didn't the lemon fruit we mostly used in making juices
34KYK9TV2R6INDI54P5O0XCMUZFBS2	0d6eaa168415483194eb8c9090981aa6	11	lemon_5_2	lemon_5_2_19	it's a lemon with a sticker on it
34KYK9TV2R6INDI54P5O0XCMUZFBS2	9182ebf3e4f04616bb80ce469b982779	288	lemon_5_2	lemon_5_2_10	this is a lemon
34KYK9TV2R6INDI54P5O0XCMUZFBS2	83e84b6b3921419aa1be8745f1531b47	68	lemon_5_2	lemon_5_2_16	this is a single yellow lemon
34KYK9TV2R6INDI54P5O0XCMUZFBS2	c99a89b46602479aadb3ef5d3fb986bc	626	lemon_5_2	lemon_5_2_15	there's a yellow lemon it has a sticker on it
34KYK9TV2R6INDI54P5O0XCMUZFBS2	3055bd8e3be647a9a7bee490085d2040	24	lemon_5_2	lemon_5_2_14	this a lemon juice and lemon for cooking
34KYK9TV2R6INDI54P5O0XCMUZFBS2	e0c050fa7d1d44d8b3160f3ff2848c7a	25	lemon_5_2	lemon_5_2_8	it's a yellow lemon tea has the little sticker from the market on it still lemon is facing with its butt so I can see the end of it
34KYK9TV2R6INDI54P5O0XCMUZFBS2	29a0389c19584728876a41ac136549ac	68	lemon_5_2	lemon_5_2_9	is a ripe Sicilian lemon with the label
34KYK9TV2R6INDI54P5O0XCMUZFBS2	c2f27b320be141e497eab05a6fb32d36	18	lemon_5_2	lemon_5_2_20	women with a sticker on the side
34KYK9TV2R6INDI54P5O0XCMUZFBS2	11dfdccd56a64465a4f9fb86438dcebb	31	lemon_5_2	lemon_5_2_5	a yellow lemon with the tags still on it
34KYK9TV2R6INDI54P5O0XCMUZFBS2	3b5a076ab34244459c09f09af90ca94a	17	lemon_5_2	lemon_5_2_7	this is a ripe lemon
34KYK9TV2R6INDI54P5O0XCMUZFBS2	73ba24efc5794b81ac081c2fb97e1e69	89	lemon_5_2	lemon_5_2_6	this is a lemon it is a citrus fruit use it in many drinks and imports LLC
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	e554bc9d92c94ce8a3df5fbb9b1f5cd8	82	scissors_1_3	scissors_1_3_9	they say he's a black Caesars
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	7bc7d9d88cf3475aa5a5b6abf4e0f4ee	50	scissors_1_3	scissors_1_3_11	because he do and everything and I was so tired all the time
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	f4f2e4805db84897ab2f167bd639fee5	35	scissors_1_3	scissors_1_3_6	it's a Caesar bag contains black color and on the middle of the Caesar have a small light red color circle and face it to the back
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	ce7b4487b3dc4e42bacc707d34276913	20	scissors_1_3	scissors_1_3_20	this is a close pair of scissors the handle is black
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	c879a66b85c647b388349c9f562972cb	129	scissors_1_3	scissors_1_3_18	this is a black forces with a pink round button in the middle
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	084269aa03a244dea97828c3f10ae128	11	scissors_1_3	scissors_1_3_16	the object has a pair of black scissors
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	ec2001a314fc4c08a11f177aaa1e334c	44	scissors_1_3	scissors_1_3_17	a medium-sized Black Caesar
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	79e00f570c434496b5760aecc1316ccf	24	scissors_1_3	scissors_1_3_13	these have a sharper Blade with black handles in a red little button. Hold on them together and you use it to cut food with
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	4bfd434874d24e7fb314c6706782f081	28	scissors_1_3	scissors_1_3_15	and big sisters with a black hand
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	0fff49fe0bd543f8a6c483dee43ca963	67	scissors_1_3	scissors_1_3_19	this object looks like two pieces of metal that may be sharp on one side the sharp sides actually meet together and the two pieces are held together by Bolt the other end of the object contains round pieces of plastic of 211 circular piece of plastic on each end both
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	3f28f816fdfc4ad7b7bbde08a6cbc8ba	99	scissors_1_3	scissors_1_3_10	this is a pair of kitchen shears with the black plastic handle that also covers part of the blades and has that red circle. That is a piece that connects it together
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	2eda18b871a24f5592b06d32dc30018e	42	scissors_1_3	scissors_1_3_12	they object is a pair of scissors in black plastic and the idiots they kind of scissors that would be used in the kitchen
3UZUVSO3P7TDWLHKUJBSPWJ157AEMT	ab9b615fffd2424c8b3d8ae25a0d0d0d	16	scissors_1_3	scissors_1_3_14	a big Caesar made of black plastic with a red circle in the middle
3VW0145YLYAL713C8KMJMCWTAF6JMJ	2a29dcbbc97e42edb9bd7bb046825ae4	97	tissue_box_1_2	tissue_box_1_2_20	tissues tissues answers for cleaning purposes that are two types of tissues tissues and dry tissues are there
3VW0145YLYAL713C8KMJMCWTAF6JMJ	b6d0585ef378450fa0848fc180818550	151	tissue_box_1_2	tissue_box_1_2_19	this tissue paper box with an attractive design
3VW0145YLYAL713C8KMJMCWTAF6JMJ	4d2cf832cd9841dfb0d75e1656c5a5e5	13	tissue_box_1_2	tissue_box_1_2_6	this is a box of Kleenex tissues with a floral design in yellow and orange
3VW0145YLYAL713C8KMJMCWTAF6JMJ	6dae2491033f4b10b778923641c35082	104	tissue_box_1_2	tissue_box_1_2_14	this is a piece of paper box mystery Chad daybell
3VW0145YLYAL713C8KMJMCWTAF6JMJ	f0c2f65c79d8455fa3add4eb69dc2b2d	130	tissue_box_1_2	tissue_box_1_2_18	a gray box of tissues with orange and yellow flowers buy the brand Kleenex
3VW0145YLYAL713C8KMJMCWTAF6JMJ	d351c71676154885989760a9c0df7506	101	tissue_box_1_2	tissue_box_1_2_17	there is a tissue box on the turntable and one tissue we can see outside of the box
3VW0145YLYAL713C8KMJMCWTAF6JMJ	cfd32deb517c4ee6946b299d22abd2d5	230	tissue_box_1_2	tissue_box_1_2_10	I could shoot it refers to your class of soft observant disposable papers that are suitable for use on the face they are disposed of alternative cloth handkerchiefs
3VW0145YLYAL713C8KMJMCWTAF6JMJ	0de083528cae4eb59a130626d466eab9	52	tissue_box_1_2	tissue_box_1_2_15	this is a rectangular paper box with flowers on the outside of it inside of the Box are white tissues
3VW0145YLYAL713C8KMJMCWTAF6JMJ	3b5a076ab34244459c09f09af90ca94a	27	tissue_box_1_2	tissue_box_1_2_8	this is a decorative box of facial tissues the box has flowers on it and the brand appears to be Kleenex
3VW0145YLYAL713C8KMJMCWTAF6JMJ	c95d2123fd77454bb0f34991f2e18b02	39	tissue_box_1_2	tissue_box_1_2_11	the item is a box of tissues with a cardboard box for the yellow red and pink design and a blue chain axillary guy there tissues emanating from the top of the box
3VW0145YLYAL713C8KMJMCWTAF6JMJ	ee45eea3e9b14354a5d3d222542207d9	200	tissue_box_1_2	tissue_box_1_2_16	it is used to wipe Dino's when he's the run or too dry to yours when a person cries
3VW0145YLYAL713C8KMJMCWTAF6JMJ	4fcd7f803f654608a41968c76c8b7da8	40	tissue_box_1_2	tissue_box_1_2_7	did he's a box of tissues tissues
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	3d50f817f21048b7a9a0fd5eb7fedfb5	169	food_jar_4_4	food_jar_4_4_17	there is a full closed jar of pickles with many pickles and pickle juice
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	e15a024306be4a9580554f50463872e0	26	food_jar_4_4	food_jar_4_4_9	this is a jar of pickles with a blue label and cap
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	9fc37565c86e4dca802644cfc85bc567	24	food_jar_4_4	food_jar_4_4_16	this is a glass jar of pickles with a blue top and a blue label
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	ce7b4487b3dc4e42bacc707d34276913	26	food_jar_4_4	food_jar_4_4_10	this is a ball jar of dill pickles it has a blue lid and a blue label
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	d351c71676154885989760a9c0df7506	32	food_jar_4_4	food_jar_4_4_19	this is a fool John and we can see some food inside it
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	f4df49357fae40dba90ef2fefd79ec9c	17	food_jar_4_4	food_jar_4_4_12	there's a food jar on the turntable
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	dea888412b154dffb055de4a5427ab4d	33	food_jar_4_4	food_jar_4_4_11	this is a small jar of pickles it has a blue lid and a blue label
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	20c94fa727d54a289c854474ca56cf08	98	food_jar_4_4	food_jar_4_4_6	it is a job well done
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	b0646ae36bf34d4081994d4bfee1d21c	129	food_jar_4_4	food_jar_4_4_7	this is a food containers and it does got some food stored in it
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	ac8dac0bafa946759eb6a5080cb93d69	43	food_jar_4_4	food_jar_4_4_15	the clear with blue label bottle is used to preserve people the round and blue easy-to-use top Insurance freshness
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	2eda18b871a24f5592b06d32dc30018e	34	food_jar_4_4	food_jar_4_4_20	they object is a glass jar with a blue label and a blue top the jar contains pickles Side Green
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	ab9b615fffd2424c8b3d8ae25a0d0d0d	17	food_jar_4_4	food_jar_4_4_13	a big red container with some vegetables inside blue late and blue label around
3OJX0UFJ0Z5FEXVCVAMSOSZKRWX9U6	3b5a076ab34244459c09f09af90ca94a	29	food_jar_4_4	food_jar_4_4_8	this is a small jar of pickles
3LG268AV3844T1UCZR79BVDBBU9ERH	5f3020203c8e4040bf0fbd739ec939bb	27	potato_2_2	potato_2_2_10	this is a medium sized raw potato
3LG268AV3844T1UCZR79BVDBBU9ERH	c6b44f38d59b4b25b87d7724046cb253	34	potato_2_2	potato_2_2_16	I am looking at a potato the potato is brown in color
3LG268AV3844T1UCZR79BVDBBU9ERH	735a06e3b95f4cc1ac4b7558d02cad48	64	potato_2_2	potato_2_2_11	it is a medium sized brown potato with black speckles
3LG268AV3844T1UCZR79BVDBBU9ERH	3a5eccdb855b4f54aeef38ad6ddb04c6	21	potato_2_2	potato_2_2_18	this is a potato if it's eating its food
3LG268AV3844T1UCZR79BVDBBU9ERH	3dd55f227c384ce0bb769bae32bc6539	23	potato_2_2	potato_2_2_19	there is a large potato for baking and is brown on the outside
3LG268AV3844T1UCZR79BVDBBU9ERH	d351c71676154885989760a9c0df7506	39	potato_2_2	potato_2_2_14	this is a potato with medium size
3LG268AV3844T1UCZR79BVDBBU9ERH	3d5ecc7659474f39a4549bdf4a9e4484	51	potato_2_2	potato_2_2_6	it's a yellow skin that's potato
3LG268AV3844T1UCZR79BVDBBU9ERH	83e84b6b3921419aa1be8745f1531b47	44	potato_2_2	potato_2_2_9	this is a single brown potato
3LG268AV3844T1UCZR79BVDBBU9ERH	ec2001a314fc4c08a11f177aaa1e334c	13	potato_2_2	potato_2_2_7	a medium sized potato
3LG268AV3844T1UCZR79BVDBBU9ERH	4bfd434874d24e7fb314c6706782f081	27	potato_2_2	potato_2_2_15	a medium sized unpeeled potato
3LG268AV3844T1UCZR79BVDBBU9ERH	b0646ae36bf34d4081994d4bfee1d21c	46	potato_2_2	potato_2_2_20	this is a vegetable known as potato potato is an essential vegetable which is rich in carbohydrates
3LG268AV3844T1UCZR79BVDBBU9ERH	ed4ce44c7d0e4dde936a0b44707d7667	201	potato_2_2	potato_2_2_12	potato is an edible tuber of a cultivated plant
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	e410957a70ea4366a813728d5ef9d5cb	40	screwdriver_1_1	screwdriver_1_1_20	a medium sized flat blade screwdriver with a black and red handle
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	cf65520f40ae472295aaed6a9e872bcd	36	screwdriver_1_1	screwdriver_1_1_12	this is an object that you use to create resonance
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	95dcf51ea9b84985a17b2b67cff4f715	77	screwdriver_1_1	screwdriver_1_1_11	the Chip And shank of the screwdriver are standard silver metal while the handle is black with red accents
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	be8757166753492589af09779a725352	51	screwdriver_1_1	screwdriver_1_1_19	just you do driver is it true man where or phone for drawing cute your typical cybulski drivers hatch handle and Shaw ending in your chip the user put into the stew had before turning the fandom
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	534ccddfc9e84349bf2c781d105a0226	22	screwdriver_1_1	screwdriver_1_1_15	this is a tool that can be used to screw screws
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	8d077fcdf91b4450a6755561c084d5f2	547	screwdriver_1_1	screwdriver_1_1_13	it is black and red Craftsman flat screwdriver
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	d351c71676154885989760a9c0df7506	38	screwdriver_1_1	screwdriver_1_1_8	there is a screwdriver with the red and black color
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	f7ad394115dc491494b29fc35f4b0736	19	screwdriver_1_1	screwdriver_1_1_7	a black and red Craftsman screwdriver
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	5ce9f5ab5e9a4f50a3a76ff926f8b6a8	17	screwdriver_1_1	screwdriver_1_1_6	there is a screwdriver on the turntable
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	fd5bce281c91422d8bbf8462d6378667	25	screwdriver_1_1	screwdriver_1_1_9	the screwdriver with the red and black handle
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	c8f4a8fa09e04329a758eeca6cd631a9	558	screwdriver_1_1	screwdriver_1_1_14	screwdriver is at 2 and it is useful for small homework people like to hold such a tool to remove screw Simeon Adams
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	33d8a272b3824891979762a8588add50	46	screwdriver_1_1	screwdriver_1_1_17	a flathead Craftsman screwdriver the handle is black and red
31ANT7FQN80R8ONGSL2CTX5SBSCH5M	5129d7911dfe4769a1252c5ad45b93ff	17	screwdriver_1_1	screwdriver_1_1_16	the large Craftsman red and black screwdriver flat-head in new condition
3ATYLI1PRT0974OOL01WEGLY5FLJOY	2a29dcbbc97e42edb9bd7bb046825ae4	58	flashlight_2_1	flashlight_2_1_16	this isn't a slight this helps us to find something in the dark and when there's no power we can find the things using this touch light
3ATYLI1PRT0974OOL01WEGLY5FLJOY	c34bae97c7874fba87dd21e7195d97ff	21	flashlight_2_1	flashlight_2_1_13	little black flashlight
3ATYLI1PRT0974OOL01WEGLY5FLJOY	2f647ee5db504196adb5d1425a9f737b	17	flashlight_2_1	flashlight_2_1_19	Small Black Lantern bracelet on 8th
3ATYLI1PRT0974OOL01WEGLY5FLJOY	4d2cf832cd9841dfb0d75e1656c5a5e5	28	flashlight_2_1	flashlight_2_1_8	this object is a sturdy black flashlight with a loop of thread to hang
3ATYLI1PRT0974OOL01WEGLY5FLJOY	0d6eaa168415483194eb8c9090981aa6	14	flashlight_2_1	flashlight_2_1_6	it's a black flashlight
3ATYLI1PRT0974OOL01WEGLY5FLJOY	f0c2f65c79d8455fa3add4eb69dc2b2d	126	flashlight_2_1	flashlight_2_1_15	a black flashlight with a short handle
3ATYLI1PRT0974OOL01WEGLY5FLJOY	c99a89b46602479aadb3ef5d3fb986bc	36	flashlight_2_1	flashlight_2_1_9	a black flashlight has a strap and it is larger at the lightbulb and smaller after the battery end
3ATYLI1PRT0974OOL01WEGLY5FLJOY	dea888412b154dffb055de4a5427ab4d	100	flashlight_2_1	flashlight_2_1_7	this is a small black flashlight that has a lute string in the end
3ATYLI1PRT0974OOL01WEGLY5FLJOY	033fd78a7cfe47af86c058215affa89e	20	flashlight_2_1	flashlight_2_1_20	Hamilton tiger-cats a small blanket or
3ATYLI1PRT0974OOL01WEGLY5FLJOY	efea492aeafd4152b0c2f3161a36ba90	20	flashlight_2_1	flashlight_2_1_12	this item is a flashlight flashlight is black
3ATYLI1PRT0974OOL01WEGLY5FLJOY	ee45eea3e9b14354a5d3d222542207d9	150	flashlight_2_1	flashlight_2_1_11	it is used when the light goes out or when you are in a forest at night
3VW0145YLYAL713C8KMJMCWTAF6MJM	c5f006b2783d4d54a6680bc911a599bc	193	shampoo_5_4	shampoo_5_4_11	a shampoo with a blue bag and I go down
3VW0145YLYAL713C8KMJMCWTAF6MJM	c701249350b44dc7b51b965954d04c46	55	shampoo_5_4	shampoo_5_4_15	the blue bottle of shampoo is in a small container
3VW0145YLYAL713C8KMJMCWTAF6MJM	fa11e4698b7f4082852b1b3b5a0dfd24	115	shampoo_5_4	shampoo_5_4_9	this is a bottle of shampoo by the brand o g x it's kind of almost an oval shape except the one end is flat the bottle is part of a medium to light blue with black writing that says renewing Argan Oil of Morocco and the top part of it where the lid is is 10 of a dark gold color
3VW0145YLYAL713C8KMJMCWTAF6MJM	7bc7d9d88cf3475aa5a5b6abf4e0f4ee	41	shampoo_5_4	shampoo_5_4_17	it's look like a kind of a crane should be a moisturizer so blue collect bottle the golden truck cab and lists of creams you can apply all over your body do glow skin
3VW0145YLYAL713C8KMJMCWTAF6MJM	c84639e82a334aaebb4131defa2378dd	498	shampoo_5_4	shampoo_5_4_18	shampoo a liquid preparation for washing the hair
3VW0145YLYAL713C8KMJMCWTAF6MJM	0bda854733c1468bb81fa34faa3a76d4	19	shampoo_5_4	shampoo_5_4_14	this is a file that contains Argan Oil of Morocco
3VW0145YLYAL713C8KMJMCWTAF6MJM	f4df49357fae40dba90ef2fefd79ec9c	23	shampoo_5_4	shampoo_5_4_16	there's a blue bottle shampoo on the turntable
3VW0145YLYAL713C8KMJMCWTAF6MJM	c879a66b85c647b388349c9f562972cb	102	shampoo_5_4	shampoo_5_4_13	this is a new organization on top of it
3VW0145YLYAL713C8KMJMCWTAF6MJM	5ce9f5ab5e9a4f50a3a76ff926f8b6a8	35	shampoo_5_4	shampoo_5_4_6	this is conditioner you use conditioner in your hair after you shampoo conditioner is used for moisture
3VW0145YLYAL713C8KMJMCWTAF6MJM	5f0d48cd50f140acbbbd295de6cca94b	19	shampoo_5_4	shampoo_5_4_19	hair shampoo for hair
3VW0145YLYAL713C8KMJMCWTAF6MJM	d034883ea35b4b11ad009bdca78a5574	45	shampoo_5_4	shampoo_5_4_10	shampoo on the turntable
3VW0145YLYAL713C8KMJMCWTAF6MJM	a04fd3c6e6ca4d508fa4accb3f9d4d34	28	shampoo_5_4	shampoo_5_4_7	this battle may be used to wash someone's hair in the bath or shower
3VW0145YLYAL713C8KMJMCWTAF6MJM	1d952a4522784c959468e768e6827af8	365	shampoo_5_4	shampoo_5_4_20	Cowboy charcoal products typically in the form of liquid which is used for cleaning apps
34O39PNDK666MYISP05JAN7Q8XWBRE	4f21a40d2fe349d39b39e00b40b3fab7	40	scissors_3_1	scissors_3_1_6	a Black Caesar and the shape of a bit irritated
34O39PNDK666MYISP05JAN7Q8XWBRE	7bc7d9d88cf3475aa5a5b6abf4e0f4ee	51	scissors_3_1	scissors_3_1_7	to Caesar and nights used to cut a pepper hello tapes
34O39PNDK666MYISP05JAN7Q8XWBRE	83e84b6b3921419aa1be8745f1531b47	45	scissors_3_1	scissors_3_1_8	is a black-handled pair of scissors
34O39PNDK666MYISP05JAN7Q8XWBRE	fd5bce281c91422d8bbf8462d6378667	16	scissors_3_1	scissors_3_1_15	angled scissors that has black plastic handles
34O39PNDK666MYISP05JAN7Q8XWBRE	dc612f413c1f49fead7c2eae7e19a1de	31	scissors_3_1	scissors_3_1_11	is a pair of black Caesars that does not go straight the social part curves to the side
34O39PNDK666MYISP05JAN7Q8XWBRE	a250dfd3414b4832893a5dd19598a54c	21	scissors_3_1	scissors_3_1_9	it's a pair of large scissors with Twisted blades
34O39PNDK666MYISP05JAN7Q8XWBRE	34cc0bddce6b4e29b2bec58ca6bade15	37	scissors_3_1	scissors_3_1_14	that's assassin placed on the turntable
34O39PNDK666MYISP05JAN7Q8XWBRE	033fd78a7cfe47af86c058215affa89e	44	scissors_3_1	scissors_3_1_20	how much antiviral therapy has to be a pair of scissors that look a bit Broken Oar concert a funny angle
34O39PNDK666MYISP05JAN7Q8XWBRE	ac8dac0bafa946759eb6a5080cb93d69	41	scissors_3_1	scissors_3_1_10	this black object can be used for cutting paper the all-black object is known as scissors
34O39PNDK666MYISP05JAN7Q8XWBRE	efea492aeafd4152b0c2f3161a36ba90	30	scissors_3_1	scissors_3_1_19	this item is scissors they are medical scissors with black handles
34O39PNDK666MYISP05JAN7Q8XWBRE	f1efcf0e7f2345a2baff62cf4f597297	90	scissors_3_1	scissors_3_1_17	sesis is a car instrument and hand operated shearing to
34O39PNDK666MYISP05JAN7Q8XWBRE	1d952a4522784c959468e768e6827af8	105	scissors_3_1	scissors_3_1_13	yes he said he said cutting instrument having to blaze who's got a just slide past each other
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	ac4822bb7cd2470f9cde186805fd6baa	206	shampoo_4_3	shampoo_4_3_15	what is a shampoo shampoo is the cleaning agent it contains ingredient call Seth Perkins and detergent that helps remove oil spread the word product and ended on rental Polo Dental Newark hat
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	816289a03fe044ae92fb4e02a8851206	37	shampoo_4_3	shampoo_4_3_13	plastic shampoo bottle that is green and color and clear with a green cap on it
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	162161b9bc564aef81845e96745583c7	87	shampoo_4_3	shampoo_4_3_16	is it from Aaron's tube with green substance
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	4d2cf832cd9841dfb0d75e1656c5a5e5	12	shampoo_4_3	shampoo_4_3_11	this is a lime green bottle of shampoo
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	42af5c983765485087029aeef8805106	26	shampoo_4_3	shampoo_4_3_10	this is a shampoo bottle
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	f1e3ca41670e49e59e078b2f7da4d36b	52	shampoo_4_3	shampoo_4_3_17	install slim and oval as a lid to hold him a liquid of some sort
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	e15a024306be4a9580554f50463872e0	28	shampoo_4_3	shampoo_4_3_19	this is a clear bottle of green shampoo
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	83e84b6b3921419aa1be8745f1531b47	44	shampoo_4_3	shampoo_4_3_14	this is a bottle of either shampoo or conditioner
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	fd5bce281c91422d8bbf8462d6378667	25	shampoo_4_3	shampoo_4_3_5	the plastic bottle that contains a green liquid could be a shower gel or shampoo and it has a green lid
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	4bfd434874d24e7fb314c6706782f081	32	shampoo_4_3	shampoo_4_3_9	and bottle with the top containing light colored green shampoo
3JYPJ2TAYI6BN2ETHANQOIYWMD0PFI	e2dc5381a30f41f78cdc6ed523918256	14	shampoo_4_3	shampoo_4_3_12	a green bottle of shampoo with a green top
